,M,N,K,Swizzle,BaselineRatio,L2_Hit_Rate (%),Arithmetic Intensity,Performance Bound,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per.second,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,Highlight,Total Time (seconds), base_ratio,w/o C,with C
341,8192,4096,8192,16,1.094042056,86.55,68.719104,,2617889.83,764.53,134217728,1000000000,,0.003424,0,0.201326592,0.268435456
342,8192,4096,8192,32,1.094361671,87.03,68.719104,,2617826.11,764.67,134217728,1000000000,,0.003423,0,0.201326592,0.268435456
343,8192,4096,8192,128,1.094361671,86.62,68.719104,,2617514,764.6,134217728,1000000000,,0.003423,0,0.201326592,0.268435456
358,8192,8192,8192,1,1,67.02,16.112128,memory bound,5779782.26,765.98,268435456,8530000000,,0.007545,0,0.031469573,0.047204359
359,8192,8192,8192,2,1.070364591,77.6,28.514304,memory bound,5394242.8,765.22,268435456,4820000000,,0.007049,0,0.055692003,0.083538005
360,8192,8192,8192,4,1.079244743,84.44,48.223744,memory bound,5349603.48,765.15,268435456,2850000000,,0.006991,0,0.094187879,0.141281819
361,8192,8192,8192,8,1.08327351,86.43,66.395136,,5321171.96,763.88,268435456,2070000000,,0.006965,0,0.129678964,0.194518446
362,8192,8192,8192,16,1.084519189,86.54,66.07616,,5323307.41,765.17,268435456,2080000000,,0.006957,0,0.129055508,0.193583262
363,8192,8192,8192,32,1.082341128,86.5,66.395136,,5320355.02,763.14,268435456,2070000000,,0.006971,0,0.129678964,0.194518446
364,8192,8192,8192,128,1.084675101,86.11,66.07616,,5327414.31,765.83,268435456,2080000000,,0.006956,0,0.129055508,0.193583262
379,8192,14336,8192,1,1,66.61,15.885824,memory bound,10099376.65,766.77,469762048,15140000000,,0.013171,0,0.024379046,0.039892984
380,8192,14336,8192,2,1.093482773,77.84,28.362752,memory bound,9214907.61,765,469762048,8480000000,,0.012045,0,0.043525796,0.07122403
381,8192,14336,8192,4,1.0944823,84.8,48.296448,memory bound,9206604.39,765.03,469762048,4980000000,,0.012034,0,0.074116215,0.12128108
382,8192,14336,8192,8,1.095028267,87.17,68.32896,,9200439.65,764.88,469762048,3520000000,,0.012028,0,0.1048576,0.171585164
383,8192,14336,8192,16,1.095210378,87.11,68.32896,,9200436.15,765.01,469762048,3520000000,,0.012026,0,0.1048576,0.171585164
384,8192,14336,8192,32,1.095119315,86.97,68.32896,,9200743.22,764.97,469762048,3520000000,,0.012027,0,0.1048576,0.171585164
385,8192,14336,8192,128,1.095028267,87.07,68.32896,,9200156.69,764.88,469762048,3520000000,,0.012028,0,0.1048576,0.171585164
400,8192,28672,8192,1,1,66.22,15.622656,memory bound,20129247.78,764.1,939524096,30790000000,,0.026343,0,0.019616102,0.03487307
401,8192,28672,8192,2,1.094842276,79.43,28.514304,memory bound,18381817.33,763.95,939524096,16870000000,,0.024061,0,0.035802002,0.063648004
402,8192,28672,8192,4,1.100789771,85.06,49.438208,memory bound,18301481.65,764.76,939524096,9730000000,,0.023931,0,0.062073975,0.110353733
403,8192,28672,8192,8,1.103186901,87.17,68.425728,,18264502.13,764.86,939524096,7030000000,,0.023879,0,0.08591462,0.152737102
404,8192,28672,8192,16,1.10309451,87.09,68.425728,,18268886.46,764.99,939524096,7030000000,,0.023881,0,0.08591462,0.152737102
405,8192,28672,8192,32,1.10309451,87,68.425728,,18266686.65,764.9,939524096,7030000000,,0.023881,0,0.08591462,0.152737102
406,8192,28672,8192,128,1.103140704,87.3,68.425728,,18265345.61,764.88,939524096,7030000000,,0.02388,0,0.08591462,0.152737102
421,4096,4096,8192,1,1,84.07,47.004672,memory bound,1385736.31,765.42,67108864,730980000,,0.00181,0,0.183613407,0.229516758
422,4096,4096,8192,2,0.999447819,83.68,44.652544,memory bound,1385122.83,764.57,67108864,769490000,,0.001811,0,0.174424265,0.218030332
423,4096,4096,8192,4,1.000552792,84.62,49.247744,memory bound,1383750.83,764.89,67108864,697690000,,0.001809,0,0.192374447,0.240468059
424,4096,4096,8192,8,1.001106195,85.57,63.265792,,1381150.57,763.6,67108864,543100000,,0.001808,0,0.247132624,0.30891578
425,4096,4096,8192,16,1.000552792,85.7,63.328768,,1382778.54,764.19,67108864,542560000,,0.001809,0,0.24737859,0.309223238
426,4096,4096,8192,32,1.002214839,85.19,63.448064,,1381288.26,764.47,67108864,541540000,,0.001806,0,0.247844532,0.309805665
427,4096,4096,8192,128,1.00166021,86.17,63.304192,,1382970.09,765.15,67108864,542770000,,0.001807,0,0.247282879,0.309103598
442,4096,8192,8192,1,1,77.22,27.054592,memory bound,2762797.56,765.99,134217728,2540000000,,0.003606,0,0.079262438,0.10568325
443,4096,8192,8192,2,1.016060862,79.91,33.521664,memory bound,2709276.09,763.24,134217728,2050000000,,0.003549,0,0.098208094,0.130944125
444,4096,8192,8192,4,1.02559727,84.2,48.393728,memory bound,2687220.85,764.19,134217728,1420000000,,0.003516,0,0.14177929,0.189039054
445,4096,8192,8192,8,1.027350427,86,64.223744,,2681653.5,763.9,134217728,1070000000,,0.00351,0,0.188155693,0.250874258
446,4096,8192,8192,16,1.029403369,86.08,64.223744,,2680824.24,765.22,134217728,1070000000,,0.003503,0,0.188155693,0.250874258
447,4096,8192,8192,32,1.026765376,85.86,64.223744,,2675973.85,761.83,134217728,1070000000,,0.003512,0,0.188155693,0.250874258
448,4096,8192,8192,128,1.031759657,85.9,64.223744,,2681580.89,767.16,134217728,1070000000,,0.003495,0,0.188155693,0.250874258
463,4096,14336,8192,1,1,78.49,30.678016,memory bound,4710039.69,764.22,234881024,3920000000,,0.006163,0,0.077038237,0.106997551
464,4096,14336,8192,2,1.00817929,78.05,29.474816,memory bound,4679515.76,765.42,234881024,4080000000,,0.006113,0,0.074017129,0.102801569
465,4096,14336,8192,4,1.008674304,84.54,48.296448,memory bound,4674103.76,764.9,234881024,2490000000,,0.00611,0,0.12128108,0.168445944
466,4096,14336,8192,8,1.009169805,86.21,63.967232,,4675342.85,765.45,234881024,1880000000,,0.006107,0,0.160632919,0.223101277
467,4096,14336,8192,16,1.009169805,86.19,63.967232,,4672654.33,765.08,234881024,1880000000,,0.006107,0,0.160632919,0.223101277
468,4096,14336,8192,32,1.009004584,86.2,63.967232,,4671284.7,764.73,234881024,1880000000,,0.006108,0,0.160632919,0.223101277
469,4096,14336,8192,128,1.009169805,86.19,63.967232,,4674144.72,765.31,234881024,1880000000,,0.006107,0,0.160632919,0.223101277
484,4096,28672,8192,1,1,75.54,25.317376,memory bound,9373198.22,765.38,469762048,9500000000,,0.012246,0,0.056512728,0.081237046
485,4096,28672,8192,2,1.016940708,77.91,29.083136,memory bound,9213131.93,765.05,469762048,8270000000,,0.012042,0,0.064917885,0.09331946
486,4096,28672,8192,4,1.017701321,84.56,48.19968,memory bound,9204555.52,764.88,469762048,4990000000,,0.012033,0,0.107589361,0.154659707
487,4096,28672,8192,8,1.018039737,86.14,64.309248,,9201642.15,764.94,469762048,3740000000,,0.012029,0,0.143548372,0.206350785
488,4096,28672,8192,16,1.018293697,86.07,64.309248,,9202719.31,765.2,469762048,3740000000,,0.012026,0,0.143548372,0.206350785
489,4096,28672,8192,32,1.017955112,85.76,64.481792,,9202688.5,764.93,469762048,3730000000,,0.01203,0,0.14393322,0.206904004
490,4096,28672,8192,128,1.017870501,86.6,63.79776,,9200116.65,764.69,469762048,3770000000,,0.012031,0,0.142406077,0.204708736
505,2048,4096,8192,1,1,87.41,73.78688,,696670.78,763.89,33554432,232830000,,0.000912,0,0.432346759,0.504404553
506,2048,4096,8192,2,1.001097695,86.91,70.547968,,699603.5,767.19,33554432,243520000,,0.000911,0,0.413367674,0.482262286
507,2048,4096,8192,4,0.99890471,86.24,66.660864,,697459.89,763.53,33554432,257720000,,0.000913,0,0.390591712,0.455690331
508,2048,4096,8192,8,0.99890471,85.49,65.526784,,697096.72,763.21,33554432,262180000,,0.000913,0,0.383947273,0.447938485
509,2048,4096,8192,16,0.99890471,84.98,65.449472,,696897.46,762.72,33554432,262490000,,0.000913,0,0.383493832,0.447409471
510,2048,4096,8192,32,1,85.19,65.506816,,697882.15,765.01,33554432,262260000,,0.000912,0,0.383830153,0.447801845
511,2048,4096,8192,128,1,85.15,65.416704,,697321.09,763.91,33554432,262620000,,0.000912,0,0.383303998,0.447187998
526,2048,8192,8192,1,1,86.97,69.96736,,1389719.15,764.47,67108864,491080000,,0.001817,0,0.341639163,0.409966995
527,2048,8192,8192,2,0.998900495,86.55,67.17696,,1390882.85,764.36,67108864,511480000,,0.001819,0,0.328013138,0.393615766
528,2048,8192,8192,4,0.999449945,85.47,63.259648,,1393151.19,765.97,67108864,543150000,,0.001818,0,0.308887342,0.370664811
529,2048,8192,8192,8,0.999449945,84.83,60.589568,,1390204.85,764.31,67108864,567090000,,0.001818,0,0.295847502,0.355017003
530,2048,8192,8192,16,0.998900495,84.46,60.359168,,1390930.2,764.6,67108864,569250000,,0.001819,0,0.294724919,0.353669903
531,2048,8192,8192,32,1.000550661,83.57,60.517888,,1390330.57,765.22,67108864,567760000,,0.001816,0,0.29549838,0.354598056
532,2048,8192,8192,128,0.999449945,84.57,60.49024,,1394643.3,766.79,67108864,568020000,,0.001818,0,0.295363121,0.354435745
547,2048,14336,8192,1,1,87.65,69.564416,,2353288.59,763.95,117440512,864370000,,0.00308,0,0.310556192,0.378490359
548,2048,14336,8192,2,1,87.11,67.0336,,2356733.43,765.13,117440512,897000000,,0.00308,0,0.299259148,0.364722087
549,2048,14336,8192,4,0.999026922,86.05,62.565376,,2358261.52,764.83,117440512,961060000,,0.003083,0,0.27931186,0.340411329
550,2048,14336,8192,8,1,84.81,59.533824,,2354096.87,764.21,117440512,1010000000,,0.00308,0,0.265777679,0.323916547
551,2048,14336,8192,16,1.000974976,84.97,59.533824,,2354758.48,765.06,117440512,1010000000,,0.003077,0,0.265777679,0.323916547
552,2048,14336,8192,32,1.000649773,84.89,59.533824,,2356383.41,765.39,117440512,1010000000,,0.003078,0,0.265777679,0.323916547
553,2048,14336,8192,128,0.99967543,84.71,59.533824,,2355252.89,764.25,117440512,1010000000,,0.003081,0,0.265777679,0.323916547
568,2048,28672,8192,1,1,87.6,68.719104,,4673358.74,764.64,234881024,1750000000,,0.006111,0,0.287609417,0.354718281
569,2048,28672,8192,2,1,86.84,66.441216,,4674571.19,764.9,234881024,1810000000,,0.006111,0,0.278075403,0.342959664
570,2048,28672,8192,4,1.000654986,85.95,62.3104,,4672606.74,765.03,234881024,1930000000,,0.006107,0,0.260785741,0.321635747
571,2048,28672,8192,8,1.000654986,84.33,58.662912,,4677983.94,765.94,234881024,2050000000,,0.006107,0,0.245520234,0.302808289
572,2048,28672,8192,16,1.000654986,84.78,58.662912,,4671440.76,764.84,234881024,2050000000,,0.006107,0,0.245520234,0.302808289
573,2048,28672,8192,32,1,85.01,58.662912,,4672109.94,764.52,234881024,2050000000,,0.006111,0,0.245520234,0.302808289
574,2048,28672,8192,128,1.000491159,84.23,58.662912,,4671354.91,764.78,234881024,2050000000,,0.006108,0,0.245520234,0.302808289
589,1024,4096,8192,1,1,84.75,71.368192,,421550.63,764.92,16777216,120360000,,0.000551,0,0.696959787,0.766655766
590,1024,4096,8192,2,1,85.03,71.684096,,421199.33,764.02,16777216,119830000,,0.000551,0,0.700042393,0.770046633
591,1024,4096,8192,4,1,84.67,68.233216,,421566.33,764.19,16777216,125890000,,0.000551,0,0.666344269,0.732978696
592,1024,4096,8192,8,1,83.37,65.661952,,421294.33,764.46,16777216,130820000,,0.000551,0,0.641232839,0.705356123
593,1024,4096,8192,16,1.001818182,83.53,65.651712,,421004.8,764.51,16777216,130840000,,0.00055,0,0.641134821,0.705248303
594,1024,4096,8192,32,1,83.61,65.661952,,420907.2,763.35,16777216,130820000,,0.000551,0,0.641232839,0.705356123
595,1024,4096,8192,128,1.001818182,83.41,65.611776,,421280.41,764.7,16777216,130920000,,0.00055,0,0.640743049,0.704817354
610,1024,8192,8192,1,1,84.3,68.42624,,707817.52,764.74,33554432,251070000,,0.000925,0,0.601405759,0.668228621
611,1024,8192,8192,2,1.001082251,85.83,74.659328,,705413,763.17,33554432,230110000,,0.000924,0,0.656185928,0.729095476
612,1024,8192,8192,4,1.001082251,85.18,69.413376,,706976.8,764.33,33554432,247500000,,0.000924,0,0.610080582,0.677867313
613,1024,8192,8192,8,1.002166847,83.72,64.790528,,707238.35,766.18,33554432,265160000,,0.000923,0,0.569448424,0.632720471
614,1024,8192,8192,16,1.003253796,84.13,64.77568,,704874.78,764.49,33554432,265220000,,0.000922,0,0.569319599,0.632577332
615,1024,8192,8192,32,1.001082251,84.16,64.785408,,707210.65,764.98,33554432,265180000,,0.000924,0,0.569405476,0.632672751
616,1024,8192,8192,128,1.003253796,84.13,64.749056,,706985.31,766.14,33554432,265330000,,0.000922,0,0.569083571,0.632315079
631,1024,14336,8192,1,1,85.58,69.753856,,1245079.59,764.52,58720256,431010000,,0.001628,0,0.583880281,0.651999647
632,1024,14336,8192,2,1.000614628,86.31,71.942144,,1247269.83,766.14,58720256,417900000,,0.001627,0,0.602197272,0.67245362
633,1024,14336,8192,4,1,85.18,67.09504,,1245762.06,765.12,58720256,448090000,,0.001628,0,0.561624317,0.627147153
634,1024,14336,8192,8,1,83.19,59.987968,,1244594.28,764.34,58720256,501180000,,0.001628,0,0.50213145,0.560713452
635,1024,14336,8192,16,1.000614628,83.31,60.005888,,1245552.63,765.26,58720256,501030000,,0.001627,0,0.50228178,0.56088132
636,1024,14336,8192,32,1.000614628,83.22,60.036608,,1244458.85,764.85,58720256,500770000,,0.001627,0,0.502542564,0.56117253
637,1024,14336,8192,128,1,83.24,60.010496,,1245240.89,764.65,58720256,500990000,,0.001628,0,0.502321883,0.560926102
652,1024,28672,8192,1,1,86.2,71.427072,,2352866.46,765.44,117440512,841830000,,0.003073,0,0.577954295,0.647707399
653,1024,28672,8192,2,1.000325521,86.19,71.175168,,2352080.35,765.61,117440512,844810000,,0.003072,0,0.575915607,0.645422663
654,1024,28672,8192,4,0.998375569,84.99,66.21952,,2354193.46,764.82,117440512,908030000,,0.003078,0,0.535818491,0.600486239
655,1024,28672,8192,8,0.998375569,83.5,58.950144,,2353848.48,764.59,117440512,1020000000,,0.003078,0,0.476999278,0.534568157
656,1024,28672,8192,16,0.999349593,83.23,58.950144,,2354463.91,765.44,117440512,1020000000,,0.003075,0,0.476999278,0.534568157
657,1024,28672,8192,32,0.999349593,83.36,58.950144,,2353456.17,765.16,117440512,1020000000,,0.003075,0,0.476999278,0.534568157
658,1024,28672,8192,128,0.999024707,83.31,58.950144,,2351532.19,764.36,117440512,1020000000,,0.003076,0,0.476999278,0.534568157
673,256,4096,8192,1,1,66.3,30.102016,memory bound,144851.69,762.06,4194304,71340000,,0.00019,0,0.999483712,1.028880292
674,256,4096,8192,2,1,66.23,30.114304,memory bound,144646.11,760.85,4194304,71310000,,0.00019,0,0.999904193,1.02931314
675,256,4096,8192,4,1.005291005,66.29,30.114304,memory bound,144701.85,762.29,4194304,71310000,,0.000189,0,0.999904193,1.02931314
676,256,4096,8192,8,1,66.24,30.114304,memory bound,144914.7,762,4194304,71310000,,0.00019,0,0.999904193,1.02931314
677,256,4096,8192,16,1,66.3,30.110208,memory bound,144697.02,761.11,4194304,71320000,,0.00019,0,0.999763993,1.029168817
678,256,4096,8192,32,1,66.59,30.114304,memory bound,144823.98,762.04,4194304,71310000,,0.00019,0,0.999904193,1.02931314
679,256,4096,8192,128,1,66.34,30.102016,memory bound,144839.94,761.99,4194304,71340000,,0.00019,0,0.999483712,1.028880292
694,256,8192,8192,1,1,67.11,29.840384,memory bound,284040.17,762.7,8388608,143930000,,0.000372,0,0.961662141,0.990803418
695,256,8192,8192,2,1.002695418,66.95,29.815808,memory bound,284623.44,765.84,8388608,144050000,,0.000371,0,0.960861034,0.989978035
696,256,8192,8192,4,0.997319035,65.14,27.271168,memory bound,284420.06,762.47,8388608,157490000,,0.000373,0,0.878862353,0.905494546
697,256,8192,8192,8,0.997319035,65.38,27.445248,memory bound,284631.98,762.25,8388608,156490000,,0.000373,0,0.884478446,0.911280823
698,256,8192,8192,16,0.997319035,65.37,27.435008,memory bound,284456,762.37,8388608,156550000,,0.000373,0,0.884139457,0.910931562
699,256,8192,8192,32,0.997319035,65.37,27.435008,memory bound,284052.76,761.09,8388608,156550000,,0.000373,0,0.884139457,0.910931562
700,256,8192,8192,128,1,65.49,27.443712,memory bound,284220.11,762.92,8388608,156500000,,0.000372,0,0.88442193,0.911222594
715,256,14336,8192,1,1,66.43,28.370432,memory bound,422424.41,765.04,14680064,264930000,,0.000552,0,0.902409421,0.930114974
716,256,14336,8192,2,1.001814882,66.48,28.531712,memory bound,421403.59,764.43,14680064,263430000,,0.000551,0,0.907547842,0.935411153
717,256,14336,8192,4,1,66.99,29.211648,memory bound,422464.06,765.29,14680064,257300000,,0.000552,0,0.929169561,0.957696696
718,256,14336,8192,8,1,65.25,27.068416,memory bound,422676.54,764.92,14680064,277670000,,0.000552,0,0.861005251,0.887439623
719,256,14336,8192,16,1.001814882,65.21,27.097088,memory bound,422021.72,764.67,14680064,277380000,,0.000551,0,0.861905429,0.888367438
720,256,14336,8192,32,0.998191682,65.34,26.990592,memory bound,421093.04,761.31,14680064,278470000,,0.000553,0,0.85853172,0.88489015
721,256,14336,8192,128,0.998191682,65.36,27.078144,memory bound,423194.35,764.97,14680064,277570000,,0.000553,0,0.861315445,0.88775934
736,256,28672,8192,1,1,60.86,21.770752,memory bound,701033.11,763.29,29360128,690480000,,0.000918,0,0.686415757,0.707676422
737,256,28672,8192,2,1.003278689,68.23,29.412352,memory bound,699872.93,764.64,29360128,511090000,,0.000915,0,0.927344209,0.95606726
738,256,28672,8192,4,1.003278689,67.78,28.932096,memory bound,699901.04,764.67,29360128,519570000,,0.000915,0,0.91220885,0.940463106
739,256,28672,8192,8,1.002183406,66.97,27.710464,memory bound,699439.44,763.23,29360128,542480000,,0.000916,0,0.873684471,0.900745495
740,256,28672,8192,16,1.003278689,66.92,27.754496,memory bound,699388.78,763.68,29360128,541610000,,0.000915,0,0.87508789,0.902192382
741,256,28672,8192,32,1.004376368,66.84,27.89376,memory bound,700114.33,765.17,29360128,538910000,,0.000914,0,0.879472179,0.906712468
742,256,28672,8192,128,1.003278689,66.87,27.728384,memory bound,699515.74,764.36,29360128,542120000,,0.000915,0,0.87426465,0.901343643
757,128,4096,8192,1,1,46.81,15.509504,memory bound,144593.07,762.11,2097152,69230000,,0.000189,0,0.999653561,1.014799827
758,128,4096,8192,2,1,46.86,15.507456,memory bound,144591.33,762.48,2097152,69240000,,0.000189,0,0.999509185,1.014653264
759,128,4096,8192,4,1,46.86,15.509504,memory bound,144673.44,763.05,2097152,69230000,,0.000189,0,0.999653561,1.014799827
760,128,4096,8192,8,1,46.84,15.507456,memory bound,144658.85,762.84,2097152,69240000,,0.000189,0,0.999509185,1.014653264
761,128,4096,8192,16,1,46.85,15.507456,memory bound,144631.57,762.05,2097152,69240000,,0.000189,0,0.999509185,1.014653264
762,128,4096,8192,32,1,46.84,15.514112,memory bound,144607.19,761.41,2097152,69210000,,0.000189,0,0.999942436,1.015093079
763,128,4096,8192,128,1,46.86,15.507456,memory bound,144628.19,762.81,2097152,69240000,,0.000189,0,0.999509185,1.014653264
778,128,8192,8192,1,1,48.77,15.750656,memory bound,144926.67,760.53,4194304,136340000,,0.00019,0,0.999815755,1.015197536
779,128,8192,8192,2,1,48.81,15.744,memory bound,144845.26,759.98,4194304,136400000,,0.00019,0,0.999375953,1.014750968
780,128,8192,8192,4,1,48.83,15.750656,memory bound,144740.26,760.96,4194304,136340000,,0.00019,0,0.999815755,1.015197536
781,128,8192,8192,8,1,49.13,15.744,memory bound,144891.69,761.63,4194304,136400000,,0.00019,0,0.999375953,1.014750968
782,128,8192,8192,16,1,48.79,15.737856,memory bound,144958.74,761.34,4194304,136450000,,0.00019,0,0.999009747,1.014379128
783,128,8192,8192,32,1,48.85,15.746048,memory bound,144934.76,760.96,4194304,136380000,,0.00019,0,0.999522511,1.01489978
784,128,8192,8192,128,1,48.82,15.747072,memory bound,144801.83,761.67,4194304,136370000,,0.00019,0,0.999595806,1.014974203
799,128,14336,8192,1,1,49.63,15.655936,memory bound,297630.28,763.56,7340032,240040000,,0.000389,0,0.987244526,1.002533711
800,128,14336,8192,2,1.00257732,49.63,15.659008,memory bound,297396.7,766.17,7340032,239990000,,0.000388,0,0.98745021,1.002742581
801,128,14336,8192,4,1.00257732,49.64,15.662592,memory bound,297125.43,765.28,7340032,239940000,,0.000388,0,0.987655981,1.002951538
802,128,14336,8192,8,1.00257732,49.64,15.657984,memory bound,296623.98,764.05,7340032,240010000,,0.000388,0,0.987367926,1.002659023
803,128,14336,8192,16,1.005167959,49.65,15.657984,memory bound,297404,766.69,7340032,240010000,,0.000387,0,0.987367926,1.002659023
804,128,14336,8192,32,1.00257732,49.78,15.659008,memory bound,297121.02,764.07,7340032,239990000,,0.000388,0,0.98745021,1.002742581
805,128,14336,8192,128,1.00257732,49.62,15.659008,memory bound,297562.15,765.97,7340032,239990000,,0.000388,0,0.98745021,1.002742581
820,128,28672,8192,1,1,50.02,15.61856,memory bound,424165.5,764.25,14680064,481220000,,0.000555,0,0.980547774,0.99580074
821,128,28672,8192,2,0.996409336,49.95,15.614464,memory bound,424614.09,761.68,14680064,481360000,,0.000557,0,0.980262589,0.995511118
822,128,28672,8192,4,1,49.96,15.61856,memory bound,424603.07,763.72,14680064,481230000,,0.000555,0,0.980527399,0.995780047
823,128,28672,8192,8,1,49.96,15.624192,memory bound,423763.07,762.87,14680064,481060000,,0.000555,0,0.980873903,0.996131942
824,128,28672,8192,16,1.001805054,49.95,15.620608,memory bound,424464.19,764.92,14680064,481170000,,0.000554,0,0.980649666,0.995904217
825,128,28672,8192,32,0.998201439,49.95,15.61856,memory bound,425131.67,764.49,14680064,481220000,,0.000556,0,0.980547774,0.99580074
826,128,28672,8192,128,0.998201439,49.96,15.621632,memory bound,425319.19,764.21,14680064,481130000,,0.000556,0,0.980731195,0.995987014
