,M,N,K,Swizzle,BaselineRatio,L2_Hit_Rate (%),Arithmetic Intensity,Performance Bound,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per.second,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,Highlight,Total Time (seconds), base_ratio,w/o C,with C
818,128,14336,2048,32,0.990384615,48.43,15.85664,memory bound,78945.43,756.3,1835008,59250000,,0.000104,0,0.999907916,1.061849114
819,128,14336,2048,128,1,48.42,15.85664,memory bound,79506.2,769.22,1835008,59250000,,0.000103,0,0.999907916,1.061849114
834,128,28672,2048,1,1,50.32,15.750144,memory bound,115160.93,756.05,3670016,119300000,,0.000152,0,0.988808047,1.050333881
835,128,28672,2048,2,1,50.33,15.753216,memory bound,115045.93,754.5,3670016,119280000,,0.000152,0,0.988973843,1.050509993
836,128,28672,2048,4,1,50.36,15.75168,memory bound,115193.2,756.73,3670016,119290000,,0.000152,0,0.988890938,1.05042193
837,128,28672,2048,8,0.993464052,50.6,15.766016,memory bound,115356.06,752.43,3670016,119180000,,0.000153,0,0.989803658,1.051391442
838,128,28672,2048,16,0.993464052,50.39,15.753216,memory bound,115492.65,753.63,3670016,119280000,,0.000153,0,0.988973843,1.050509993
839,128,28672,2048,32,1,50.32,15.766016,memory bound,115327.46,754.13,3670016,119180000,,0.000152,0,0.989803658,1.051391442
840,128,28672,2048,128,0.993464052,50.59,15.769088,memory bound,115189.22,748.37,3670016,119160000,,0.000153,0,0.989969789,1.051567909
8,131072,4096,4096,1,1,67.1,15.45984,memory bound,22742473.69,765.26,1073741824,35560000000,,0.029718,0,0.031138815,0.061334029
9,131072,4096,4096,2,1.071536742,79.05,29.382656,memory bound,21217199.2,765,1073741824,18710000000,,0.027734,0,0.059182055,0.116570715
10,131072,4096,4096,4,1.07331696,86.2,51.571712,memory bound,21181972.78,765,1073741824,10660000000,,0.027688,0,0.103873945,0.204600195
11,131072,4096,4096,8,1.074170462,89.23,76.143104,,21164621.93,765,1073741824,7220000000,,0.027666,0,0.153365132,0.302082837
12,131072,4096,4096,16,1.074131637,89.22,76.35456,,21163709.13,764.92,1073741824,7200000000,,0.027667,0,0.153791147,0.302921956
13,131072,4096,4096,32,1.073976365,89.2,76.248576,,21166414.96,764.92,1073741824,7210000000,,0.027671,0,0.153577844,0.302501814
14,131072,4096,4096,128,1.074131637,89.29,76.248576,,21165914.48,765.01,1073741824,7210000000,,0.027667,0,0.153577844,0.302501814
29,131072,8192,4096,1,1,67.16,15.479296,memory bound,45999736.78,765.15,2147483648,71030000000,,0.060118,0,0.016061533,0.046295007
30,131072,8192,4096,2,1.075610105,79.86,29.812736,memory bound,42729596.13,764.49,2147483648,36880000000,,0.055892,0,0.030934129,0.089163079
31,131072,8192,4096,4,1.085064525,87.76,55.502848,,42389926.78,765.09,2147483648,19810000000,,0.055405,0,0.057589636,0.165993657
32,131072,8192,4096,8,1.086672812,92.02,92.240896,,42325585.54,765.05,2147483648,11920000000,,0.055323,0,0.09570895,0.275866974
33,131072,8192,4096,16,1.086594249,92,92.163584,,42324169.41,764.97,2147483648,11930000000,,0.055327,0,0.095628725,0.275635736
34,131072,8192,4096,32,1.086613889,92.18,92.551168,,42324742.7,765,2147483648,11880000000,,0.055326,0,0.096031203,0.27679582
35,131072,8192,4096,128,1.086476425,91.95,92.163584,,42326864.96,764.94,2147483648,11930000000,,0.055333,0,0.095628725,0.275635736
50,131072,14336,4096,1,1,67.18,15.484416,memory bound,81057807.98,764.94,3758096384,1.2426E+11,,0.105966,0,0.009586209,0.039830023
51,131072,14336,4096,2,1.091960182,79.67,29.675008,memory bound,74236431.89,764.99,3758096384,64840000000,,0.097042,0,0.018371103,0.07633064
52,131072,14336,4096,4,1.093876456,88.15,55.164416,,74108287.69,765.01,3758096384,34880000000,,0.096872,0,0.03415087,0.141894459
53,131072,14336,4096,8,1.095335063,89.77,81.878016,,74003717.3,764.95,3758096384,23500000000,,0.096743,0,0.05068861,0.210607605
54,131072,14336,4096,16,1.095289776,89.81,79.972352,,74007151.2,764.95,3758096384,24060000000,,0.096747,0,0.049508825,0.205705682
55,131072,14336,4096,32,1.095346385,90.56,79.806464,,74007751.78,765,3758096384,24110000000,,0.096742,0,0.049406152,0.205279084
56,131072,14336,4096,128,1.095335063,90.21,80.440832,,74005747.06,764.97,3758096384,23920000000,,0.096743,0,0.049798593,0.206909645
71,131072,28672,4096,1,1,67.2,15.485952,memory bound,161846561.6,764.95,7516192768,2.485E+11,,0.211577,0,0.005266088,0.035512336
72,131072,28672,4096,2,1.0905525,79.23,29.861376,memory bound,148417014.2,765,7516192768,1.2887E+11,,0.194009,0,0.010154596,0.068478433
73,131072,28672,4096,4,1.092382437,88.01,55.651328,,148158787,764.95,7516192768,69150000000,,0.193684,0,0.018924409,0.127618447
74,131072,28672,4096,8,1.093737723,91.8,88.001024,,147982962.8,764.99,7516192768,43730000000,,0.193444,0,0.029925059,0.201802324
75,131072,28672,4096,16,1.093715107,91.43,89.453056,,147978257.4,764.95,7516192768,43020000000,,0.193448,0,0.030418941,0.20513286
76,131072,28672,4096,32,1.093765993,91.3,83.93216,,147977162.2,764.98,7516192768,45850000000,,0.193439,0,0.028541393,0.192471442
77,131072,28672,4096,128,1.093749031,90.83,87.860224,,147979803.6,764.98,7516192768,43800000000,,0.193442,0,0.029877234,0.201479809
92,65536,4096,4096,1,1,67.05,15.433728,memory bound,11410939.57,763.68,536870912,17810000000,,0.014942,0,0.032028374,0.062172726
93,65536,4096,4096,2,1.075892857,78.82,28.903936,memory bound,10624137.37,764.97,536870912,9510000000,,0.013888,0,0.059981634,0.116434938
94,65536,4096,4096,4,1.077988601,86.23,50.621952,memory bound,10604401.31,765.01,536870912,5430000000,,0.013861,0,0.105050708,0.203921962
95,65536,4096,4096,8,1.079156435,89.01,74.898432,,10593086.04,765.02,536870912,3670000000,,0.013846,0,0.155429249,0.301715601
96,65536,4096,4096,16,1.078688998,89.14,74.898432,,10592566.31,764.68,536870912,3670000000,,0.013852,0,0.155429249,0.301715601
97,65536,4096,4096,32,1.079078501,88.96,74.492416,,10591996.3,764.92,536870912,3690000000,,0.013847,0,0.154586814,0.300080286
98,65536,4096,4096,128,1.079234381,89.06,74.694656,,10592313.35,765.06,536870912,3680000000,,0.013845,0,0.155006887,0.300895722
113,65536,8192,4096,1,1,67.09,15.45984,memory bound,23055358.69,764.23,1073741824,35560000000,,0.030168,0,0.016984808,0.047180022
114,65536,8192,4096,2,1.078391421,79.46,29.636096,memory bound,21402570.89,765.06,1073741824,18550000000,,0.027975,0,0.032559557,0.090443213
115,65536,8192,4096,4,1.087487834,87.8,54.756352,,21225668.13,765.11,1073741824,10040000000,,0.027741,0,0.060157348,0.167103745
116,65536,8192,4096,8,1.089058157,91.59,89.97632,,21189928.02,764.94,1073741824,6110000000,,0.027701,0,0.098851027,0.274586187
117,65536,8192,4096,16,1.089136792,91.45,89.829376,,21188844.74,764.95,1073741824,6120000000,,0.027699,0,0.098689506,0.274137516
118,65536,8192,4096,32,1.089018843,91.69,90.420224,,21188155.07,764.85,1073741824,6080000000,,0.027702,0,0.099338779,0.275941053
119,65536,8192,4096,128,1.08890092,91.62,90.123776,,21187350.72,764.73,1073741824,6100000000,,0.027705,0,0.099013078,0.275036328
134,65536,14336,4096,1,1,67.12,15.4624,memory bound,40638318.87,765.02,1879048192,62220000000,,0.05312,0,0.010516095,0.040716162
135,65536,14336,4096,2,1.093859396,79.95,29.466112,memory bound,37148860.19,764.97,1879048192,32650000000,,0.048562,0,0.020040166,0.077591412
136,65536,14336,4096,4,1.09602608,86.8,54.477312,,37075566.59,764.97,1879048192,17660000000,,0.048466,0,0.037050477,0.143451847
137,65536,14336,4096,8,1.097792841,89.78,78.026752,,37015982.33,764.98,1879048192,12330000000,,0.048388,0,0.05306662,0.205463067
138,65536,14336,4096,16,1.097792841,89.72,78.153728,,37014117.89,764.93,1879048192,12310000000,,0.048388,0,0.053152837,0.205796882
139,65536,14336,4096,32,1.097770154,89.72,79.313408,,37015994.74,764.96,1879048192,12130000000,,0.048389,0,0.053941585,0.208850752
140,65536,14336,4096,128,1.097792841,89.41,77.648896,,37016771.33,764.99,1879048192,12390000000,,0.048388,0,0.052809639,0.204468088
155,65536,28672,4096,1,1,67.14,15.468544,memory bound,81073744.02,764.99,3758096384,1.2439E+11,,0.10598,0,0.006204292,0.036416499
156,65536,28672,4096,2,1.092171977,79.44,29.611008,memory bound,74234082.48,765.01,3758096384,64980000000,,0.097036,0,0.011876761,0.069711424
157,65536,28672,4096,4,1.094100036,87.33,54.959616,,74093092.31,764.91,3758096384,35010000000,,0.096865,0,0.022043757,0.12938727
158,65536,28672,4096,8,1.095411839,90.44,80.507904,,74006859.06,764.93,3758096384,23900000000,,0.096749,0,0.032290876,0.189533403
159,65536,28672,4096,16,1.095513748,90.73,78.890496,,74003821.3,764.97,3758096384,24390000000,,0.09674,0,0.031642146,0.185725638
160,65536,28672,4096,32,1.095525073,90.87,81.878016,,74003747.22,764.98,3758096384,23500000000,,0.096739,0,0.032840508,0.192759503
161,65536,28672,4096,128,1.095536397,90.13,82.901504,,74003980.06,764.99,3758096384,23210000000,,0.096738,0,0.033250837,0.195167959
176,32768,4096,4096,1,1,66.83,15.355904,memory bound,5756856.39,764.2,268435456,8950000000,,0.007533,0,0.033741887,0.063734675
177,32768,4096,4096,2,1.081395349,78.44,28.514304,memory bound,5327246.48,764.69,268435456,4820000000,,0.006966,0,0.062653504,0.118345507
178,32768,4096,4096,4,1.084665227,85.49,49.796608,memory bound,5314178.72,765.17,268435456,2760000000,,0.006945,0,0.109416626,0.206675849
179,32768,4096,4096,8,1.086072664,88.73,73.496576,,5306619.5,765.02,268435456,1870000000,,0.006936,0,0.161491919,0.305040291
180,32768,4096,4096,16,1.085603113,88.89,73.89184,,5305584.24,764.58,268435456,1860000000,,0.006939,0,0.162360155,0.306680292
181,32768,4096,4096,32,1.085916102,88.72,73.89184,,5306425.78,764.92,268435456,1860000000,,0.006937,0,0.162360155,0.306680292
182,32768,4096,4096,128,1.086072664,88.71,73.89184,,5307468.94,765.1,268435456,1860000000,,0.006936,0,0.162360155,0.306680292
197,32768,8192,4096,1,1,66.93,15.407616,memory bound,11585617.46,764.39,536870912,17840000000,,0.015156,0,0.018808538,0.048902199
198,32768,8192,4096,2,1.083732571,79.48,29.179904,memory bound,10695755.2,764.78,536870912,9420000000,,0.013985,0,0.035620416,0.092613082
199,32768,8192,4096,4,1.087855297,87.3,53.791744,memory bound,10655094.52,764.75,536870912,5110000000,,0.013932,0,0.06566425,0.170727051
200,32768,8192,4096,8,1.091852172,90.84,85.631488,,10618284.85,764.94,536870912,3210000000,,0.013881,0,0.104530941,0.271780446
201,32768,8192,4096,16,1.091694879,91.06,86.439424,,10619303.87,764.87,536870912,3180000000,,0.013883,0,0.105517082,0.274344413
202,32768,8192,4096,32,1.09177352,90.98,86.168576,,10621427.89,765.1,536870912,3190000000,,0.013882,0,0.105186307,0.273484399
203,32768,8192,4096,128,1.091616249,91.22,86.439424,,10620025.85,764.88,536870912,3180000000,,0.013884,0,0.105517082,0.274344413
218,32768,14336,4096,1,1,66.99,15.417344,memory bound,20389595.78,765.36,939524096,31200000000,,0.02664,0,0.012367819,0.042480771
219,32768,14336,4096,2,1.094944513,79.49,29.135872,memory bound,18612432.41,764.97,939524096,16510000000,,0.02433,0,0.023372257,0.080278623
220,32768,14336,4096,4,1.097741882,87.59,52.918784,memory bound,18565914.74,765.02,939524096,9090000000,,0.024268,0,0.042450602,0.145808588
221,32768,14336,4096,8,1.099055242,89.41,75.753472,,18544250.65,765.04,939524096,6350000000,,0.024239,0,0.060767869,0.20872442
222,32768,14336,4096,16,1.099009901,88.95,75.753472,,18543182.81,764.97,939524096,6350000000,,0.02424,0,0.060767869,0.20872442
223,32768,14336,4096,32,1.098964564,89.38,75.872768,,18543132.65,764.92,939524096,6340000000,,0.024241,0,0.060863717,0.209053638
224,32768,14336,4096,128,1.099009901,89.08,75.753472,,18545956.48,765.07,939524096,6350000000,,0.02424,0,0.060767869,0.20872442
239,32768,28672,4096,1,1,67.01,15.434752,memory bound,40609141.46,765.04,1879048192,62330000000,,0.053081,0,0.008075028,0.038221798
240,32768,28672,4096,2,1.093213881,79.31,29.34016,memory bound,37148900.74,765.08,1879048192,32790000000,,0.048555,0,0.015349694,0.07265522
241,32768,28672,4096,4,1.09542481,87.13,53.270528,memory bound,37072086.74,765.05,1879048192,18060000000,,0.048457,0,0.02786913,0.13191388
242,32768,28672,4096,8,1.097077546,89.67,77.027328,,37015692.02,765.03,1879048192,12490000000,,0.048384,0,0.040297556,0.190741767
243,32768,28672,4096,16,1.097100221,89.41,77.648896,,37013215.17,764.99,1879048192,12390000000,,0.048383,0,0.040622799,0.192281249
244,32768,28672,4096,32,1.096964186,89.48,77.648896,,37016619.78,764.97,1879048192,12390000000,,0.048389,0,0.040622799,0.192281249
245,32768,28672,4096,128,1.097032199,89.44,77.71136,,37016900.63,765.03,1879048192,12380000000,,0.048386,0,0.040655612,0.192436565
260,16384,4096,4096,1,1,67.12,15.582208,memory bound,2904362.48,765.07,134217728,4410000000,,0.003796,0,0.038043574,0.068478433
261,16384,4096,4096,2,1.085812357,78.3,27.93472,memory bound,2674076.43,764.76,134217728,2460000000,,0.003496,0,0.068200065,0.122760117
262,16384,4096,4096,4,1.090178059,84.98,49.084928,memory bound,2663566.87,764.89,134217728,1400000000,,0.003482,0,0.119837257,0.215707063
263,16384,4096,4096,8,1.092059839,88.45,72.064512,,2659319.69,765.04,134217728,953580000,,0.003476,0,0.17593926,0.316690669
264,16384,4096,4096,16,1.092374101,88.32,71.973376,,2658556.33,764.87,134217728,954790000,,0.003475,0,0.175716294,0.316289329
265,16384,4096,4096,32,1.092059839,88.43,72.279552,,2658774.17,764.8,134217728,950740000,,0.003476,0,0.176464817,0.31763667
266,16384,4096,4096,128,1.092374101,88.39,72.307712,,2658370.06,764.9,134217728,950370000,,0.003475,0,0.176533519,0.317760333
281,16384,8192,4096,1,1,66.96,15.477248,memory bound,5832654.48,764.69,268435456,8880000000,,0.007627,0,0.022671914,0.052901132
282,16384,8192,4096,2,1.079547063,78.89,28.69248,memory bound,5401816.46,764.55,268435456,4790000000,,0.007065,0,0.042030604,0.098071409
283,16384,8192,4096,4,1.088327626,87.11,52.457472,memory bound,5357806.06,764.46,268435456,2620000000,,0.007008,0,0.076842211,0.179298492
284,16384,8192,4096,8,1.093476703,90.78,82.298368,,5336556.72,765.08,268435456,1670000000,,0.006975,0,0.120554846,0.28129464
285,16384,8192,4096,16,1.093947217,90.18,81.808896,,5334217.59,765.07,268435456,1680000000,,0.006972,0,0.119837257,0.279620267
286,16384,8192,4096,32,1.094104146,90.6,82.794496,,5335113.8,765.32,268435456,1660000000,,0.006971,0,0.12128108,0.282989186
287,16384,8192,4096,128,1.094104146,90.15,82.298368,,5334382.5,765.12,268435456,1670000000,,0.006971,0,0.120554846,0.28129464
302,16384,14336,4096,1,1,66.92,15.417344,memory bound,10243458.09,764.82,469762048,15600000000,,0.013393,0,0.016131938,0.04624489
303,16384,14336,4096,2,1.096887797,79.07,28.735488,memory bound,9343306.24,765.17,469762048,8370000000,,0.01221,0,0.030066695,0.086191193
304,16384,14336,4096,4,1.101579207,85.87,51.502592,memory bound,9301434.02,765.03,469762048,4670000000,,0.012158,0,0.053888274,0.154479719
305,16384,14336,4096,8,1.103667079,88.78,73.105408,,9283168.91,764.94,469762048,3290000000,,0.012135,0,0.076491866,0.219276683
306,16384,14336,4096,16,1.103939993,88.58,73.32864,,9281488.28,764.98,469762048,3280000000,,0.012132,0,0.076725073,0.21994521
307,16384,14336,4096,32,1.103758035,88.82,73.105408,,9282470.17,764.96,469762048,3290000000,,0.012134,0,0.076491866,0.219276683
308,16384,14336,4096,128,1.103849007,88.9,73.32864,,9282425.87,765.02,469762048,3280000000,,0.012133,0,0.076725073,0.21994521
323,16384,28672,4096,1,1,66.92,15.397888,memory bound,20384861.78,765.16,939524096,31240000000,,0.026641,0,0.011814941,0.041889336
324,16384,28672,4096,2,1.095030622,79.33,28.995072,memory bound,18609731.2,764.91,939524096,16590000000,,0.024329,0,0.022248267,0.07888022
325,16384,28672,4096,4,1.097964062,86.43,51.502592,memory bound,18563130.87,765.03,939524096,9340000000,,0.024264,0,0.039518068,0.140109513
326,16384,28672,4096,8,1.099051155,88.84,74.233856,,18542467.13,764.95,939524096,6480000000,,0.02424,0,0.056959684,0.20194797
327,16384,28672,4096,16,1.099096497,89.15,74.348544,,18540299.48,764.88,939524096,6470000000,,0.024239,0,0.057047721,0.2022601
328,16384,28672,4096,32,1.099187193,88.9,75.1616,,18541651.09,764.99,939524096,6400000000,,0.024237,0,0.05767168,0.20447232
329,16384,28672,4096,128,1.099096497,89.02,74.005504,,18542029.22,764.96,939524096,6500000000,,0.024239,0,0.056784423,0.201326592
344,8192,4096,4096,1,1,74.21,22.311424,memory bound,1374684.65,762.47,67108864,1540000000,,0.001802,0,0.065365777,0.108942961
345,8192,4096,4096,2,1.024445708,78.85,28.633088,memory bound,1346815.44,765.39,67108864,1200000000,,0.001759,0,0.08388608,0.139810133
346,8192,4096,4096,4,1.027952082,84.61,47.611904,memory bound,1340443.22,764.34,67108864,721660000,,0.001753,0,0.139488535,0.232480891
347,8192,4096,4096,8,1.03207331,87.79,70.273536,,1335702.76,764.75,67108864,488940000,,0.001746,0,0.205880672,0.343134454
348,8192,4096,4096,16,1.03207331,87.94,70.226432,,1335734.87,764.78,67108864,489270000,,0.001746,0,0.205741811,0.342903019
349,8192,4096,4096,32,1.032664756,87.95,70.086144,,1335428.02,765.04,67108864,490250000,,0.001745,0,0.205330537,0.342217562
350,8192,4096,4096,128,1.031482541,87.75,70.131712,,1335737.13,764.56,67108864,489930000,,0.001747,0,0.20546465,0.342441083
365,8192,8192,4096,1,1,68.8,16.884224,memory bound,2901623.56,763.42,134217728,4070000000,,0.0038,0,0.032977329,0.065954657
366,8192,8192,4096,2,1.063829787,79.27,28.873728,memory bound,2733935.17,765.26,134217728,2380000000,,0.003572,0,0.056394003,0.112788007
367,8192,8192,4096,4,1.076792292,86.26,50.160128,memory bound,2698412.33,764.62,134217728,1370000000,,0.003529,0,0.097969145,0.195938289
368,8192,8192,4096,8,1.083547191,89.11,74.447872,,2682305.91,764.74,134217728,923050000,,0.003507,0,0.14540678,0.290813559
369,8192,8192,4096,16,1.084474886,89.14,74.03264,,2680905.91,765.06,134217728,928230000,,0.003504,0,0.144595335,0.28919067
370,8192,8192,4096,32,1.08540417,89.14,73.641984,,2679481.07,765.28,134217728,933150000,,0.003501,0,0.143832961,0.287665923
371,8192,8192,4096,128,1.083856246,88.77,74.446336,,2681986.74,764.91,134217728,923070000,,0.003506,0,0.145403629,0.290807258
386,8192,14336,4096,1,1,68.51,16.451072,memory bound,5063754.07,765.89,234881024,7310000000,,0.006611,0,0.025246153,0.05737762
387,8192,14336,4096,2,1.077763287,78.81,28.769792,memory bound,4694386.13,765.22,234881024,4180000000,,0.006134,0,0.044150568,0.100342201
388,8192,14336,4096,4,1.078994614,86.38,49.900032,memory bound,4687226.76,765.01,234881024,2410000000,,0.006127,0,0.076576505,0.17403751
389,8192,14336,4096,8,1.080935252,88.17,69.917696,,4680274.63,765.14,234881024,1720000000,,0.006116,0,0.107296149,0.243854884
390,8192,14336,4096,16,1.080758542,88.73,69.513728,,4678629.31,764.83,234881024,1730000000,,0.006117,0,0.10667594,0.242445318
391,8192,14336,4096,32,1.08058189,88.29,69.513728,,4679332.2,764.77,234881024,1730000000,,0.006118,0,0.10667594,0.242445318
392,8192,14336,4096,128,1.080758542,88.1,69.513728,,4680023.81,764.96,234881024,1730000000,,0.006117,0,0.10667594,0.242445318
407,8192,28672,4096,1,1,67.33,15.82336,memory bound,10109769.07,762.99,469762048,15200000000,,0.01325,0,0.019867756,0.050773154
408,8192,28672,4096,2,1.085976559,78.95,28.769792,memory bound,9331778.24,764.83,469762048,8360000000,,0.012201,0,0.036123192,0.092314825
409,8192,28672,4096,4,1.090534979,86.03,49.38752,memory bound,9295864.57,765.06,469762048,4870000000,,0.01215,0,0.062010244,0.158470623
410,8192,28672,4096,8,1.092062969,87.77,70.121472,,9281467.91,764.96,469762048,3430000000,,0.012133,0,0.088043699,0.225000564
411,8192,28672,4096,16,1.092152984,88.26,70.326784,,9284673.35,765.25,469762048,3420000000,,0.012132,0,0.088301137,0.225658461
412,8192,28672,4096,32,1.092062969,87.85,70.326784,,9282368.59,765.03,469762048,3420000000,,0.012133,0,0.088301137,0.225658461
413,8192,28672,4096,128,1.092152984,88.12,70.53312,,9281879.89,765.03,469762048,3410000000,,0.012132,0,0.088560084,0.226320216
428,4096,4096,4096,1,1,84.72,47.237632,memory bound,707304.2,764.79,33554432,363690000,,0.000924,0,0.184522159,0.276783238
429,4096,4096,4096,2,0.998918919,84.11,46.090752,memory bound,707088.8,764.35,33554432,372740000,,0.000925,0,0.180042024,0.270063036
430,4096,4096,4096,4,0.998918919,85.56,50.898432,memory bound,706785.35,763.83,33554432,337530000,,0.000925,0,0.198823405,0.298235108
431,4096,4096,4096,8,1.002169197,86.89,66.9568,,706279.26,765.46,33554432,256580000,,0.000922,0,0.261551423,0.392327134
432,4096,4096,4096,16,1.001083424,86.93,66.993664,,705765.2,764.42,33554432,256440000,,0.000923,0,0.261694213,0.39254132
433,4096,4096,4096,32,1.001083424,87.2,67.006464,,706342.93,765.24,33554432,256390000,,0.000923,0,0.261745247,0.392617871
434,4096,4096,4096,128,1.001083424,87.04,66.930688,,706247.46,764.73,33554432,256680000,,0.000923,0,0.261449525,0.392174287
449,4096,8192,4096,1,1,84.46,45.949952,memory bound,1361650.37,764.42,67108864,747760000,,0.001781,0,0.134619792,0.224366321
450,4096,8192,4096,2,1.001124227,84.06,44.572672,memory bound,1362717.35,765.78,67108864,770870000,,0.001779,0,0.13058401,0.217640017
451,4096,8192,4096,4,1.004512126,85.31,49.163264,memory bound,1360333.3,766.99,67108864,698890000,,0.001773,0,0.144033104,0.240055173
452,4096,8192,4096,8,1.008493771,87.25,66.644992,,1350929.2,764.76,67108864,515560000,,0.001766,0,0.1952504,0.325417333
453,4096,8192,4096,16,1.009637188,87.35,66.558464,,1352163.33,766.44,67108864,516230000,,0.001764,0,0.19499699,0.324994983
454,4096,8192,4096,32,1.007923033,86.8,66.244096,,1348735.02,762.93,67108864,518680000,,0.001767,0,0.194075916,0.32345986
455,4096,8192,4096,128,1.007923033,87.74,66.527744,,1350247,763.99,67108864,516470000,,0.001767,0,0.194906376,0.32484396
470,4096,14336,4096,1,1,84.17,44.539904,memory bound,2384287.02,765.32,117440512,1350000000,,0.003115,0,0.111848107,0.198841079
471,4096,14336,4096,2,1.00096401,83.96,43.890176,memory bound,2381053.44,764.93,117440512,1370000000,,0.003112,0,0.110215288,0.195938289
472,4096,14336,4096,4,1.001607717,85.39,48.103424,memory bound,2379512.33,764.94,117440512,1250000000,,0.00311,0,0.120795955,0.214748365
473,4096,14336,4096,8,1.002252252,87.11,64.58368,,2376886.93,764.69,117440512,931030000,,0.003108,0,0.162180536,0.288320952
474,4096,14336,4096,16,1.002252252,87.05,64.940032,,2377379,764.77,117440512,925920000,,0.003108,0,0.163075583,0.289912148
475,4096,14336,4096,32,1.002574831,86.95,65.053696,,2378371.15,765.27,117440512,924300000,,0.003107,0,0.163361402,0.29042027
476,4096,14336,4096,128,1.002252252,87.31,64.833024,,2377262.04,764.81,117440512,927450000,,0.003108,0,0.16280656,0.289433884
491,4096,28672,4096,1,1,82.95,38.298624,memory bound,4691714.28,765,234881024,3140000000,,0.006132,0,0.085488999,0.160291873
492,4096,28672,4096,2,1.000163106,83.99,43.103232,memory bound,4689703.65,764.8,234881024,2790000000,,0.006131,0,0.096213425,0.180400172
493,4096,28672,4096,4,1.001633453,84.2,46.976,memory bound,4683501.31,764.99,234881024,2560000000,,0.006122,0,0.1048576,0.196608
494,4096,28672,4096,8,1.002616089,86.6,63.967232,,4678585.78,764.89,234881024,1880000000,,0.006116,0,0.142784817,0.267721532
495,4096,28672,4096,16,1.002780049,86.37,63.967232,,4679069.2,765.06,234881024,1880000000,,0.006115,0,0.142784817,0.267721532
496,4096,28672,4096,32,1.002616089,86.94,64.309248,,4678037.76,764.83,234881024,1870000000,,0.006116,0,0.143548372,0.269153198
497,4096,28672,4096,128,1.002616089,86.85,64.309248,,4677845.39,764.8,234881024,1870000000,,0.006116,0,0.143548372,0.269153198
512,2048,4096,4096,1,1,89.53,87.912448,,357076.04,764.18,16777216,97710000,,0.000467,0,0.515112558,0.686816743
513,2048,4096,4096,2,1,89.06,83.211264,,357350.41,763.93,16777216,103230000,,0.000467,0,0.487568033,0.65009071
514,2048,4096,4096,4,1,88.27,78.31808,,357583.26,764.12,16777216,109680000,,0.000467,0,0.458895405,0.61186054
515,2048,4096,4096,8,1.002145923,87.11,74.785792,,356617.91,764.2,16777216,114860000,,0.000466,0,0.438199965,0.58426662
516,2048,4096,4096,16,1,87.16,74.994688,,356886.46,763.83,16777216,114540000,,0.000467,0,0.439424201,0.585898935
517,2048,4096,4096,32,1.002145923,87.43,74.688512,,356540.02,763.51,16777216,115010000,,0.000466,0,0.43762845,0.5835046
518,2048,4096,4096,128,1.002145923,87.42,74.824704,,356589.59,763.88,16777216,114800000,,0.000466,0,0.43842899,0.584571986
533,2048,8192,4096,1,1,88.77,78.065152,,707710.19,765.05,33554432,220070000,,0.000925,0,0.381179079,0.533650711
534,2048,8192,4096,2,1,88.12,74.073088,,707186.91,764.24,33554432,231930000,,0.000925,0,0.361687061,0.506361885
535,2048,8192,4096,4,0.998920086,86.9,67.634176,,707207.87,763.6,33554432,254010000,,0.000926,0,0.330247156,0.462346018
536,2048,8192,4096,8,1.001082251,85.78,62.90432,,707764.89,765.45,33554432,273110000,,0.000924,0,0.307151258,0.430011761
537,2048,8192,4096,16,1,85.77,62.723072,,706975.7,764.2,33554432,273900000,,0.000925,0,0.306265352,0.428771493
538,2048,8192,4096,32,1,85.5,62.925312,,707686.85,765.05,33554432,273020000,,0.000925,0,0.307252509,0.430153513
539,2048,8192,4096,128,0.998920086,85.39,62.968832,,707559.74,763.93,33554432,272830000,,0.000926,0,0.307466481,0.430453073
554,2048,14336,4096,1,1,88.45,74.28352,,1196914.87,764.7,58720256,404730000,,0.001565,0,0.331622879,0.476707889
555,2048,14336,4096,2,1.001279591,87.77,70.062592,,1197007.98,765.59,58720256,429110000,,0.001563,0,0.312781636,0.449623602
556,2048,14336,4096,4,1,86.58,64.229888,,1197091.3,764.75,58720256,468080000,,0.001565,0,0.286741002,0.41219019
557,2048,14336,4096,8,1.000639386,84.97,59.885056,,1195653.72,764.25,58720256,502040000,,0.001564,0,0.26734469,0.384307991
558,2048,14336,4096,16,1.001279591,85.04,59.99616,,1196036.31,764.79,58720256,501110000,,0.001563,0,0.267840849,0.385021221
559,2048,14336,4096,32,1.001279591,84.85,59.760128,,1195937.56,764.79,58720256,503090000,,0.001563,0,0.266786714,0.383505902
560,2048,14336,4096,128,1.000639386,85.31,59.76576,,1196148.72,764.75,58720256,503040000,,0.001564,0,0.266813232,0.38354402
575,2048,28672,4096,1,1,88.15,71.397888,,2378575.72,764.79,117440512,842170000,,0.00311,0,0.298821188,0.438271076
576,2048,28672,4096,2,0.99967856,87.36,67.659776,,2379501.61,764.85,117440512,888700000,,0.003111,0,0.283175695,0.415324352
577,2048,28672,4096,4,1,86.24,61.965312,,2378698.04,764.81,117440512,970370000,,0.00311,0,0.25934256,0.380369088
578,2048,28672,4096,8,1.000965562,85.17,57.816576,,2377408.74,765.09,117440512,1040000000,,0.003107,0,0.241979077,0.354902646
