512 & 0 & 12288 & baseline & 615.82 & 0.51 & 306.35 & 309.48
512 & 0 & 12288 & rowsync & 615.82 & 0.51 & 306.35 & 309.48 & 610.82 & 0.53 & 0.81
1024 & 0 & 12288 & baseline & 1282.22 & 14.76 & 662.98 & 619.24
1024 & 0 & 12288 & rowsync & 1282.22 & 14.76 & 662.98 & 619.24 & 1210.77 & 14.59 & 5.57
